sentence,spoiler,page,trope
":  ""100"" most notably, since it's where   Hotch crosses the  Despair Event Horizon .",TRUE,CriminalMinds,DownerEnding
 offered to them by their kidnapper - kill one and the other two go free .,TRUE,CriminalMinds,SadisticChoice
"Morgan   was sexually molested from childhood through adolescence by an authority figure , and his father was killed in front of him when he was very young.",TRUE,CriminalMinds,DysfunctionJunction
"One should note that the abortion itself is never played for angst, rather the consequences of it - her isolation from the baby's father and the guilt heaped on her by her Catholic upbringing - is.",TRUE,CriminalMinds,DysfunctionJunction
"She also   went under deep cover to catch Doyle, to the point of feigning a relationship with him.",TRUE,CriminalMinds,DysfunctionJunction
"In any case, they wind up trying to kill each other.",TRUE,CriminalMinds,DysfunctionJunction
Rossi has 3 ex-wives as a result of being  Married to the Job .,TRUE,CriminalMinds,DysfunctionJunction
"He also had  the Galen case  (""Damaged"") and the Butcher case (""Remembrance of Things Past"") which haunted him for more than ten years and didn't get solved until he came out of retirement.",FALSE,CriminalMinds,DysfunctionJunction
); Elle by   the serial rapist she went  vigilante executioner  on - that they up and left the team.,TRUE,CriminalMinds,MadBomber
"Gideon didn't even resign in person, he just left a letter behind for Reid and took off.",TRUE,CriminalMinds,MadBomber
Jason Gideon:  Why did you hurt those kids?,TRUE,CriminalMinds,EnfantTerrible
Jeffrey Charles:  Because I wanted to.,TRUE,CriminalMinds,EnfantTerrible
"When his parents discover what he has done Danny only feigns remorse so he won't get in trouble, secretly content his ""annoying"" brother is dead.",TRUE,CriminalMinds,EnfantTerrible
"""He shoved plane parts down his brother's throat.",TRUE,CriminalMinds,EnfantTerrible
"""  Some of the adult unsubs were also pretty screwed up as children; Mark Gregory from ""Charm and Harm"" drowned his mother, Floyd Feylinn Ferell from ""Lucky"" tried to eat his baby sister, Peter Redding from ""A Higher Power"" slashed his brother's wrists and The Reaper killed his parents and made it look like a car accident.",TRUE,CriminalMinds,EnfantTerrible
"""  The second example was  something   of   a  mistake on the  gloater's  part.",TRUE,CriminalMinds,EvilGloating
It was made worse by bringing in  a new female lead  to replace JJ (though she doesn't have the same job).,FALSE,CriminalMinds,ExecutiveMeddling
As part of this they needed someone to have the access that JJ's new job gave her for story reasons.,FALSE,CriminalMinds,ExecutiveMeddling
  Haley's death scene  was set up as this in the show's 100th episode.,TRUE,CriminalMinds,FakeKillScare
"And then it was terribly, horribly averted...",TRUE,CriminalMinds,FakeKillScare
Gets very creepy when it turns out that this is how the family continues;  they've been doing this for generations .,TRUE,CriminalMinds,TheFamilyThatSlaysTogether
"And then at the very end of the episode, it turns out that the family has other branches, and the last shot of the episode is another similar set (mother, father and young son) preparing to kill some other people.",TRUE,CriminalMinds,TheFamilyThatSlaysTogether
"""Open Season"" had brothers  who hunted people for sport , having been taught to so by their uncle, a paranoid psychotic who had died some time before the events of the episode.",TRUE,CriminalMinds,TheFamilyThatSlaysTogether
"; the couple treated him sort of like a son, and he even helped them abduct other kids) and ""A Thousand Words"" (a near example because the father committed suicide, and   the mother dies giving birth to their son .",TRUE,CriminalMinds,StockholmSyndrome
"Near the end, its discovered   the unsub is using it as a guide to  his copycat murders .",TRUE,CriminalMinds,FictionalDocument
Apparently a lot of criminals on this show have a foot fetish.,FALSE,CriminalMinds,FootFocus
"Syd's especially, since she's the leader of the two and all but one of the attacks happen in places that remind her of her dad .",TRUE,CriminalMinds,ForTheEvulz
"In ""Epilogue,"" the Unsub   resuscitates his victims so he can find out what they saw and compare it to his own  Near Death Experience .",TRUE,CriminalMinds,GoIntoTheLight
"During the investigation, Reid reveals that he saw a bright light before   Tobias Hankel resuscitated him ; but the trope is subverted for Prentiss, who counters that she flatlined in the ambulance after   being impaled by Doyle  and only felt cold and darkness.",TRUE,CriminalMinds,GoIntoTheLight
"Hotch (Bad Cop) and Prentiss (Good Cop) do a fairly spectacular version in ""Bloodlines.",FALSE,CriminalMinds,GoodCopBadCop
"Subverted by   Emily Prentiss, FBI agent who had an abortion at fifteen and is never shown to have angst over it.",FALSE,CriminalMinds,GoodGirlsAvoidAbortion
"She is never once shown to have been ""punished"" or seen as ""bad"" because of her abortion.",TRUE,CriminalMinds,GoodGirlsAvoidAbortion
"Also subverted in the episode ""The Crossing"":   it's revealed at one point that a stalking victim had an abortion, but although this causes some problems between her and her boyfriend, it's not connected in any way to the stalking and her abduction is not positioned as narrative punishment for having it.",TRUE,CriminalMinds,GoodGirlsAvoidAbortion
"The episode also subtly implies, entirely non-judgmentally, that newly-pregnant JJ has been considering an abortion up until the point where she calls her boyfriend in the final scene .",TRUE,CriminalMinds,GoodGirlsAvoidAbortion
"By the grace of God, he   stared down the original bomber ; by the disgrace of God, he   did not get to appear in TV like other survivors did; in fact they not only claimed one of  them  did it, they didn't even  remember  him, if they knew who he  was  in the first place.",TRUE,CriminalMinds,TheGreatestStoryNeverTold
"Worse is that the title refers to the fact that, because of the injuries he incurred from the explosion, he can no longer feel any pain due to brain damage, and is the only one who has any kind of long-term injury like that, so he suffered more than the rest too .",TRUE,CriminalMinds,TheGreatestStoryNeverTold
"We find out that Prentiss's   fake funeral and actual hospital expenses  cost the government more than $650,000.",TRUE,CriminalMinds,HeroInsurance
"Imagine what sort of tab the BAU has run up altogether over the years with their not-quite-by-the-book antics (see  Screw the Rules, I'm Doing What's Right , below).",TRUE,CriminalMinds,HeroInsurance
The disorder is identified by name.,TRUE,CriminalMinds,HeroSyndrome
""" He's a   nurse in the  E Rs  where the victims were brought , which allowed him to 'heroically' help the victims.",TRUE,CriminalMinds,HeroSyndrome
"Here, it is called ""Hero Homicide"".",TRUE,CriminalMinds,HeroSyndrome
"JJ, Haley, Fran Morgan, Sarah Jacobs, assorted victims like Maggie from ""Legacy""... really, it'd be easier to list the mothers that  don't  fit.",FALSE,CriminalMinds,HotMom
"  Prentiss does this in ""Lauren"" after being stabbed by Doyle, prompting Morgan to respond, of course, with  No One Gets Left Behind .",TRUE,CriminalMinds,ICannotSelfTerminate
"In ""Reckoner,"" the last name on Judge Schuller's hit list is his own.",TRUE,CriminalMinds,ICannotSelfTerminate
"Oh, and the noise from the car crash is what told the nearby police and FBI where to go.",FALSE,CriminalMinds,IdiotBall
"Happens to the Cop of the Week played by Eric Close in ""Our Darkest Hour"", though   it's more of a case of ""I Have Your Sister and Daughter"".",TRUE,CriminalMinds,IHaveYourWife
"Though this normally applies to villains,   Prentiss takes a wooden stake to the gut in her knock-down, drag-out fight with Doyle .",TRUE,CriminalMinds,ImpaledWithExtremePrejudice
"Sure, there's that one, though there's never any evidence that he eats any of the victims himself.",FALSE,CriminalMinds,ImAHumanitarian
"For another,   while the other girls are working each other up to kill her, convincing themselves that she's dead anyway because she's coughing and they have no medicine, she  picks up the hammer and kills one of them from behind .",TRUE,CriminalMinds,IncurableCoughOfDeath
"So arguably it  is  a ""cough of death""... but the death isn't hers!",TRUE,CriminalMinds,IncurableCoughOfDeath
"Played straight in ""Our Darkest Hour"":   the unsub played by Tim Curry doesn't harm children .",TRUE,CriminalMinds,InfantImmortality
"Erin Strauss, though she's sympathetic to Hotch after   Haley dies.",TRUE,CriminalMinds,InternalAffairs
Though Straus isn't actually Internal Affairs.,TRUE,CriminalMinds,InternalAffairs
She's just the big boss.,TRUE,CriminalMinds,InternalAffairs
"Subverted in ""Birthright""; while it turns out that   the killer's father was also a killer, this is not portrayed as being genetic, and rather the result of a teenager who was raised to worship his dead father finding his dad's old journal and deciding to carry on the family tradition.",FALSE,CriminalMinds,InTheBlood
"Meanwhile, the father's other son, who's known for years that he was born out of rape, is a perfectly nice guy .",TRUE,CriminalMinds,InTheBlood
"In another episode, the unsub claims that he has an inherited chromosomal disorder that makes him predisposed to violent crimes.",TRUE,CriminalMinds,InTheBlood
This is met by Rossi pointing out that the study linking that particular disorder to violent crime had been debunked years ago.,TRUE,CriminalMinds,InTheBlood
"He tells the agents to get out, and they do so, right before the bombs strapped to the guy detonate and he becomes paint on the walls.",FALSE,CriminalMinds,ISurrenderSuckers
"The Reaper makes an attempt at this at the climax of ""100,"" but Hotch doesn't buy it and   beats him to death.",TRUE,CriminalMinds,ISurrenderSuckers
More likely that Hotch was too far in his  DespairEventHorizon  to care.,TRUE,CriminalMinds,ISurrenderSuckers
"Although, this one is a woman killing men.",TRUE,CriminalMinds,JackTheRipoff
This is actually one of the more out-there theories about the real Ripper's identity.,TRUE,CriminalMinds,JackTheRipoff
"Since he was never caught, we can never know.",TRUE,CriminalMinds,JackTheRipoff
It's the work of a copycat who wants to see the unsub released; the team realizes this because the copycat's  modus operandi  varies from certain signature details which were withheld by the police.,TRUE,CriminalMinds,JackTheRipoff
"The killer in ""Zoe's Reprise"" is  Jack the Ripoff  in human form.",TRUE,CriminalMinds,JackTheRipoff
"Morgan is just in time to   save Prentiss before she can bleed out , but thanks to   Hotch and JJ's plan to fake Emily's death , he's led to believe he wasn't.",TRUE,CriminalMinds,JustInTime
He later tortures himself with the idea that being sixty seconds earlier could have changed everything.,TRUE,CriminalMinds,JustInTime
